title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Lindsey Vonn: The Final Season",movie,"Documentary, Sport",2019,tt11136006,7.1,195,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Christmas at Cattle Hill",movie,"Action, Adventure, Animation",2020,tt13437988,5.2,130,"DK, FI, NO, SE"
"They Shot the Piano Player",movie,"Animation, Drama, History",2023,tt11242654,6.6,791,PT
"The Boy",movie,"Drama, Romance",2014,,,,"AD, ES"
Scream,movie,"Horror, Mystery, Thriller",2022,tt11245972,6.3,168486,"DK, FI, NO, SE"
"One Fine Christmas",movie,"Comedy, Drama",2019,tt11090180,6.1,203,US
"The Machine",movie,"Action, Comedy",2023,tt11040844,5.7,16360,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"No Sudden Move",movie,"Crime, Drama, Mystery",2021,tt11525644,6.4,42294,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
Renfield,movie,"Action, Comedy, Fantasy",2023,tt11358390,6.4,104311,"AG, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"The Invisible",movie,"Comedy, Drama",2020,tt9563096,6.4,547,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Carole's Christmas",movie,"Comedy, Drama",2019,tt11090204,5.3,186,US
Wildlings,movie,"Action, Comedy, Romance",2019,tt9318730,5.5,945,"BA, BG, HR, ME, MK, RS, SI"
"One for All",movie,Drama,2020,tt9717498,6.3,783,"AD, ES"
Pixie,movie,"Comedy, Crime, Thriller",2020,tt10831086,5.9,5702,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Our Children",movie,Drama,2019,tt9090636,6.6,91,PT
"Baking Christmas",movie,"Comedy, Drama, Romance",2019,tt11090230,6,199,US
"The Wedding Cottage",movie,"Comedy, Drama, Romance",2023,tt27010338,7.1,1388,"DK, FI, NO, SE"
Oppenheimer,movie,"Biography, Drama, History",2023,tt15398776,8.3,823582,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Dumb Money",movie,"Biography, Comedy, Drama",2023,tt13957560,6.9,52727,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"The Sweet East",movie,Drama,2023,tt27546190,6.4,3006,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Nightsiren,movie,"Drama, Horror, Mystery",2022,tt10334222,6,939,"CZ, SK"
"IT - A COISA - VERSÃO BRASILEIRA",movie,"Horror, Comedy",2017,,,,"AD, AR, BO, BR, BZ, CL, CO, CR, DO, EC, ES, GT, JM, LC, MX, NL, PA, PE, PT, PY, SV, TC, US, UY, VE"
"Gigi & Nate",movie,"Drama, Family",2022,tt10341196,6.7,2109,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Singing in My Sleep",movie,"Drama, Music",2024,tt16341624,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Aftersun,movie,Drama,2022,tt19770238,7.6,105938,"CZ, DK, FI, HU, NO, SE, SK"
"Little Red Riding Hood",movie,"Drama, Documentary",2009,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
Foreigner,movie,"Adventure, Drama, Short",2018,tt7766964,5.9,84,"AG, BB, BS, HN, NI, TT"
"Save Yourselves!",movie,"Adventure, Comedy, Sci-Fi",2020,tt7873348,5.8,8820,US
"Spaceship Earth",movie,Documentary,2020,tt11394188,6.4,2213,US
"Welcome to Chechnya",movie,Documentary,2020,tt11394200,7.9,3229,US
Spree,movie,"Comedy, Crime, Horror",2020,tt11394332,5.9,17744,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Identifying Features",movie,Drama,2020,tt11394282,7.3,2576,US
"The Dissident",movie,"Crime, Documentary, Thriller",2020,tt11382384,7.8,30719,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"I Run to You",movie,"Comedy, Romance",2022,tt12215252,6.4,2022,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Siempre, Luis",movie,"Documentary, Drama",2020,tt11469908,6.6,154,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Berosált a rezesbanda",movie,Family,2013,tt2593408,5.2,71,HU
"The Day We Died",movie,"Crime, Drama, History",2020,tt7397176,5.6,846,"DK, FI, NO, SE"
"Post Mortem",movie,"Horror, Mystery, Thriller",2020,tt9834506,5.5,3678,HU
Paterno,movie,,2022,,,,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Dating & New York",movie,Comedy,2021,tt10926320,4.8,898,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Body Brokers",movie,"Drama, Thriller",2021,tt9585676,6.2,3975,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Heist Before Christmas",movie,"Comedy, Drama",2023,tt11417166,5.2,671,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Wishmas Tree",movie,"Animation, Family, Fantasy",2019,tt9239422,4.8,326,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Captives,movie,"Drama, Mystery, Thriller",2019,tt8757586,7,894,HU
"Margrete: Queen of the North",movie,"Biography, Drama, History",2021,tt9308390,6.6,3268,"DK, FI, NO, SE"
"The Owners",movie,"Comedy, Crime, Horror",2020,tt9806370,5,9974,"AD, ES"
Rams,movie,"Comedy, Drama",2020,tt8737608,6.5,3921,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Worst Person in the World",movie,"Comedy, Drama, Romance",2021,tt10370710,7.7,105802,"AD, ES, PT"
"Until the Government Do Us Apart",movie,,2018,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Figurant,movie,"Action, Drama, Short",2019,tt10331680,6.8,75,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The First Time 3",movie,"Drama, Romance",2019,,,,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PT, PY, SV, TC, UY, VE"
"Riders of Justice",movie,"Action, Comedy, Drama",2020,tt11655202,7.5,67125,PL
Eileen,movie,"Drama, Mystery, Romance",2023,tt5198890,5.9,16184,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Amsterdam,movie,"Comedy, Drama, History",2022,tt10304142,6.1,97952,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Silent Night",movie,"Comedy, Drama, Horror",2021,tt11628854,5.8,21315,"DK, FI, NO, SE"
"Kill It and Leave This Town",movie,"Animation, Drama, Horror",2020,tt8387918,6.5,1194,PL
Gunda,movie,Documentary,2020,tt11464016,7.1,3034,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Contra,movie,Comedy,2020,tt10628092,6.8,3444,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Mortal Kombat Legends: Scorpion's Revenge",movie,"Action, Adventure, Animation",2020,tt9580138,7.4,19996,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"This Is My Desire",movie,Drama,2020,tt10365870,7,592,US
"Small Engine Repair",movie,"Crime, Drama, Thriller",2021,tt9789042,6.5,5403,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Exclusion Zone",movie,Thriller,2020,tt13075882,5.3,139,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Infinity Pool",movie,"Crime, Horror, Mystery",2023,tt10365998,6,63549,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Switched Shifts",movie,Drama,2020,,,,"CZ, SK"
"Official Competition",movie,"Comedy, Drama",2021,tt11700260,7,15772,"AD, ES"
"The Bohemian",movie,"Biography, Drama, History",2022,tt10726774,6.7,709,"CZ, SK"
"The Hive",movie,Drama,2021,tt10438512,5.9,202,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Natural Light",movie,"Drama, History, War",2021,tt11681056,5.9,1343,HU
"Mean Girls",movie,"Comedy, Musical",2024,tt11762114,5.6,34957,"HK, ID, MY, PH, SG, TH, TW"
"Drop Zone",movie,"Action, Adventure, Thriller",1994,tt0109676,5.6,21925,"HK, MY, PH, SG, TW"
Unstoppable,movie,"Action, Thriller",2010,tt0477080,6.8,211237,US
"Janet Planet",movie,Drama,2023,tt28366692,6.1,2242,"AR, US"
"A Biltmore Christmas",movie,"Fantasy, Romance",2023,tt24822574,7.8,4996,"DK, FI, NO, SE"
"Harold and the Purple Crayon",movie,"Adventure, Animation, Comedy",2024,tt1609486,5.7,6239,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Same Kind of Different as Me",movie,"Biography, Drama",2017,tt1230168,6.6,8650,PT
Fátima,movie,Drama,2017,tt5528282,6.8,391,PT
"No One",movie,"Drama, Mystery, Romance",2017,tt4614304,5.6,344,"BA, BG, HR, ME, MK, RS, SI"
"Ladrões de Tuta e Meia",movie,Comedy,2019,tt8670048,5,136,PT
"Shameless: The Art of Disability",movie,Documentary,2006,tt5492464,7.1,14,"CZ, SK"
Gabriel,movie,Drama,2018,tt8534294,6,144,PT
"Point of Origin",movie,"Action, Adventure, Drama",2005,tt3018902,,,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
"The Banshees of Inisherin",movie,"Comedy, Drama",2022,tt11813216,7.7,268676,"AD, PT, RS"
"Tad the Lost Explorer and the Emerald Tablet",movie,"Adventure, Animation, Comedy",2022,tt14941698,6,2213,"DK, FI, NO, SE"
"Pil's Adventures",movie,"Adventure, Animation, Family",2021,tt15091284,6.1,1342,PT
Astral,movie,Fantasy,2010,tt2087689,7.1,11,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
Sandals,movie,"Adventure, Animation, Family",2019,tt10340768,7.2,122,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Creed III",movie,"Action, Drama, Sport",2023,tt11145118,6.7,97613,"BA, BG, CZ, HK, HR, HU, MD, ME, MK, MY, PH, PL, RO, RS, SG, SI, SK, TW"
"El inconveniente",movie,Drama,2020,tt9354422,6.6,927,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Women of Troy",movie,Documentary,2020,tt11892646,7.2,256,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
"We Bare Bears: The Movie",movie,"Adventure, Animation, Comedy",2020,tt10474606,6.7,2672,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
"We Are the Dream: The Kids of the Oakland MLK Oratorical Fest",movie,"Documentary, History",2020,tt11661552,7.1,79,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Mask of Zorro",movie,"Action, Adventure",2000,tt0219169,6.2,18,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Blind Willow, Sleeping Woman",movie,"Animation, Drama, Sci-Fi",2022,tt9320184,7.1,1030,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Waiter",movie,Comedy,2021,tt10886670,5.5,495,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Zillion,movie,"Biography, Crime, Drama",2022,tt11182994,7.3,3702,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Over the Sky",movie,"Animation, Drama, Fantasy",2020,tt13139218,5.5,500,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"We Broke Up",movie,"Comedy, Drama",2021,tt11867884,5.2,1503,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"After Truth: Disinformation and the Cost of Fake News",movie,Documentary,2020,tt11615038,7,1942,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Next Door",movie,"Comedy, Drama",2021,tt11080676,6.8,4152,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"My Heart Goes Boom!",movie,"Comedy, Musical, Romance",2020,tt11238932,5.7,1217,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Burning Days",movie,"Drama, Thriller",2022,tt14859416,7.5,13139,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Scooby-Doo! The Sword and the Scoob",movie,"Action, Adventure, Animation",2021,tt13676256,6.1,1685,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Baby God",movie,"Crime, Documentary",2020,tt11916166,5.9,868,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Crazy, Not Insane",movie,"Biography, Crime, Documentary",2020,tt11668320,6.9,2669,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Vengeance,movie,"Comedy, Music, Mystery",2022,tt11976532,6.8,38980,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Kill Chain: The Cyber War on America's Elections",movie,Documentary,2020,tt12041084,7.4,773,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
"LEGO DC: Shazam! Magic and Monsters",movie,"Action, Adventure, Animation",2020,tt12093878,6.3,1290,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Jimmy Carter: Rock & Roll President",movie,"Documentary, History, Music",2020,tt11804758,7.5,759,US
Transhood,movie,Documentary,2020,tt11447806,5.7,1576,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Simple as Water",movie,Documentary,2021,tt8923510,6.9,284,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Thirteen Lives",movie,"Biography, Drama, Thriller",2022,tt12262116,7.8,71404,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Wig,movie,"Drama, Short",2019,tt11628870,8.3,12,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TT, TW, US, UY, VE"
"The Good Traitor",movie,"Biography, Drama, War",2020,tt10375972,6.3,1655,"DK, FI, NO, SE"
"On the Outside",movie,"Crime, Documentary",2011,tt2140641,6,10,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Infamous,movie,"Crime, Drama, Romance",2020,tt7703924,4.3,3560,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Bittu,movie,"Drama, Short",2020,tt11985920,6.7,239,"BB, BS, HN, NI, TT"
"Deathstroke: Knights & Dragons - The Movie",movie,"Action, Adventure, Animation",2020,tt12876132,6.3,4334,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Hyperstition,movie,Documentary,2015,tt8350796,6.6,15,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Adam,movie,"Biography, Drama",2020,tt1715344,6.5,1523,"DK, FI, NO, SE"
"The Academy of Magic",movie,"Animation, Fantasy",2020,tt5768992,3.2,2492,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Balladyna,movie,Drama,2020,,,,PL
"Foster's Home for Imaginary Friends: Destination Imagination",movie,"Adventure, Animation, Comedy",2008,tt1353841,7.5,708,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TT, TW, UY, VE"
"Stockton on My Mind",movie,Documentary,2020,tt11905696,6.6,188,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Vanille,movie,"Adventure, Animation, Comedy",2020,tt12987558,7.2,64,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
¡Come!,movie,"Drama, Short",2020,tt12149172,6.3,18,"HN, NI, RS, TT"
"A Monster Calls",movie,Drama,2018,,,,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
"Run Rabbit Run",movie,"Drama, Horror, Mystery",2023,tt12547822,5,12379,"DK, FI, NO, SE"
"The American",movie,"Biography, Drama",2023,tt12531856,7.1,6805,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Argentina, 1985",movie,"Biography, Crime, Drama",2022,tt15301048,7.6,32844,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
27,movie,"Animation, Romance, Short",2023,tt13021784,6.8,919,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Between Pain and Amen",movie,"Drama, History",2019,tt10516484,7.3,725,"MD, RO"
"The Way Back",movie,,2019,,,,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PT, PY, SV, TC, UY, VE"
"Mr. Malcolm's List",movie,"Comedy, Drama, Romance",2022,tt12545566,6,5775,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
Spencer,movie,"Biography, Drama",2021,tt12536294,6.5,78453,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Woodcutter Story",movie,"Comedy, Drama",2022,tt13925988,5.6,952,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Abortion: Desperate Choices",movie,Documentary,1992,tt0208662,6.9,42,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"The Phantom of the Open",movie,"Biography, Comedy, Drama",2021,tt12572040,7,8226,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"The Year of Fury",movie,Thriller,2020,tt9315904,6.1,474,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Kandahar,movie,"Action, Drama, Thriller",2023,tt5761544,6.1,38477,"HK, ID, MY, PH, SG, TH, TW"
"Meeting the Giant",movie,Drama,2014,tt6423556,,,"HK, ID, MY, PH, SG, TH, TW"
"A Nice Girl Like You",movie,"Comedy, Romance",2020,tt3278540,5.2,7967,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Jesus Revolution",movie,"Biography, Drama, History",2023,tt10098448,7.1,14961,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Life as It Should Be",movie,"Comedy, Drama",2020,tt9467386,5.7,957,NL
Shadow,movie,Drama,2021,tt10062628,6.1,235,PT
"Happy Halloween, Scooby-Doo!",movie,"Adventure, Animation, Comedy",2020,tt12838958,6.2,2219,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"The Weight of Gold",movie,Documentary,2020,tt8311394,7.2,911,US
"Ben 10 vs. the Universe: The Movie",movie,"Action, Adventure, Animation",2020,tt13186528,5.3,1020,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
"The Urban Crisis and the New Militants: Module 1 - The Right to Dissent: A Press Conference",movie,Documentary,1968,,,,US
"The Urban Crisis and the New Militants: Module 2 - Social Confrontation: The Battle of Michigan Ave.",movie,Documentary,1968,,,,US
"The Urban Crisis and the New Militants: Module 3 - Law and Order vs. Dissent",movie,Documentary,1968,,,,US
